component_name,product_name,resolution_code,status_code,quantity_of_votes,quantity_of_comments,bug_fix_time,severity_code,assignee_name
jst,product_other,1,6,0,16,75,2,nagrawal
swt,product_117,1,4,0,4,1,2,Silenio_Quarti
ui,product_3,1,4,0,9,3,2,andrew.eisenberg
releng,product_117,1,4,0,3,0,2,david_williams
xtext,product_146,1,6,0,5,0,2,jan.koehnlein
tptp,product_173,1,6,0,11,89,2,dale.ollila
git,product_110,1,4,0,6,232,2,jimfan
build,product_10,1,6,0,4,0,2,bluesoldier
tool,product_49,1,6,0,5,0,2,jefhardy
ui,product_115,1,4,0,3,9,2,pde-ui-inbox
edt,product_173,1,6,0,4,0,2,mheitz
releng,product_23,1,6,0,3,3,2,bluesoldier
swt,product_117,1,4,1,2,234,2,Silenio_Quarti
editor,product_116,1,6,0,4,7,2,php.ui-inbox
swt,product_117,1,4,0,5,1,2,knut_radloff
server,product_70,1,4,0,2,0,2,janb
cdt,product_17,1,4,0,4,465,2,cdt-core-inbox
cdt,product_17,1,4,0,6,0,2,dschaefer
cdt,product_17,1,4,0,21,30,2,jonah
emf forms,product_33,1,6,0,3,1,2,jfaltermeier
project,product_78,1,4,0,2,0,2,overholt
cdt,product_17,1,4,0,2,0,2,mikhailkhod
rwt,product_121,1,4,0,2,0,4,rap-inbox
report,product_10,1,6,0,5,7,2,yChen
user,product_117,1,4,0,3,0,2,cgold
cdt,product_17,1,4,0,3,0,2,recoskie
releng,product_126,1,4,0,3,3,2,christian.campo
cdt,product_17,1,4,0,6,11,2,malaperle
git,product_110,1,4,0,3,3,2,tomasz.zarna
monitor,product_91,1,4,0,7,670,2,steffen.pingel
diagram,product_113,1,4,0,6,1,1,pauline.deville
swt,product_117,1,4,0,5,119,2,Silenio_Quarti
enablement,product_23,1,6,0,15,190,4,jgraham
general,product_61,1,4,0,7,0,4,aboyko
ui,product_69,1,4,0,2,0,2,erich_gamma
website,product_20,1,4,0,2,1,6,phoenix.ui-inbox
server,product_70,1,4,0,2,0,2,simone.bordet
sysml,product_113,1,6,0,3,3,2,nicolas.fauvergue
ui,product_69,1,4,0,12,49,4,martinae
chart,product_10,1,6,0,4,14,2,nli
ui,product_115,1,4,0,3,0,2,pde-ui-inbox
proposals and reviews,product_20,1,4,0,4,7,2,emo
target,product_142,1,4,0,2,365,2,tcf.agent-inbox
editor,product_116,1,6,0,4,1,2,php.ui-inbox
jpa,product_31,1,4,1,12,113,5,mitesh.meswani
cdt,product_17,1,4,0,2,4,2,aleherb+eclipse
swt,product_117,1,4,0,3,511,2,veronika_irvine
edt,product_173,1,6,0,3,11,4,edt.compiler-inbox
releng,product_other,1,4,0,6,115,2,milesparker
ui,product_69,1,4,0,2,1,2,Claude_Knaus
sql,product_23,1,4,0,3,39,2,hui.cao
docker,product_78,1,4,0,5,63,2,xcoulon
tptp,product_173,1,6,0,19,131,2,xubing
java,product_91,1,4,0,2,10,2,mik.kersten
ui,product_115,1,4,0,4,0,2,pde-ui-inbox
swt,product_117,1,4,0,7,1,2,skovatch
core,product_133,1,6,0,9,32,2,maxime.porhel
team,product_117,1,4,0,3,7,2,valentam
vorto repository,product_other,1,4,0,2,39,2,vorto-inbox
report,product_10,1,6,0,4,1,2,zqian
core,product_69,1,4,0,4,0,2,philippe_mulet
hyades,product_173,1,6,0,4,81,2,bjiang
planeteclipse.org,product_20,1,4,0,8,2,2,planeteclipse.admin-inbox
tptp,product_173,1,6,0,6,135,2,apnan
moxy,product_31,1,4,0,4,167,2,radek.felcman
proposals and reviews,product_20,1,4,0,4,16,2,emo
build,product_115,1,4,0,4,101,2,pde-ui-inbox
dbws,product_31,1,4,0,10,1,2,michael.norman
cdt,product_17,1,6,0,7,40,4,gheorghe
other,product_83,1,6,0,4,0,2,nicolas.bros
client,product_110,1,4,0,2,2,2,Silenio_Quarti
project management & portal,product_20,1,6,0,3,3,2,portal-inbox
cvs,product_117,1,4,0,5,1,2,malgorzata.tomczyk
wst,product_168,1,6,0,4,0,2,rmah
cdt,product_17,1,4,0,3,0,2,john.cortell
aether,product_173,1,6,0,3,0,2,aether.core-inbox
tool,product_49,1,6,0,4,0,2,huxd
build,product_10,1,6,0,5,1,2,bluesoldier
team,product_117,1,4,0,2,0,2,Kevin_McGuire
geclipse,product_173,1,6,0,5,307,2,mael
framework,product_52,1,4,0,2,0,2,equinox.framework-inbox
jpa,product_31,1,6,0,3,35,2,eclipselink.orm-inbox
hyades,product_173,1,6,0,12,353,2,tfoun
incubator,product_52,1,4,0,2,12,2,pascal
node,product_110,1,4,0,4,4,2,Silenio_Quarti
ui,product_69,1,4,0,2,2,2,martinae
doc,product_115,1,4,0,6,99,2,pde-ui-inbox
generation / templates,product_62,1,4,0,2,0,2,borlander
tasks,product_91,1,4,0,10,1,2,steffen.pingel
data,product_10,1,4,0,3,0,4,jluo
compiler,product_7,1,4,0,4,1,2,adrian.colyer
update,product_117,1,4,0,5,0,2,birsan
general,product_61,1,4,0,3,0,2,mariot.chauvin
jst,product_167,1,6,1,12,33,2,nitind
edt,product_173,1,6,0,9,6,2,edt.javagen-inbox
main,product_other,1,6,0,11,0,2,Patrick.Tessier
releng,product_117,1,4,0,3,30,2,kim.moir
core,product_113,1,4,0,4,1303,2,fjcano
sequoyah,product_173,1,4,0,4,1,2,localization.sequoyah-inbox
engine,product_120,1,4,0,2,0,2,alexander.igdalov
ui,product_69,1,4,0,2,2,2,dirk_baeumer
data,product_10,1,4,0,7,12,2,lzhu
team,product_117,1,4,0,13,234,2,valentam
core,product_39,1,6,0,4,4,2,Ed.Merks
cdt,product_17,1,4,0,2,0,2,mschorn.eclipse
user,product_117,1,4,0,2,0,2,konradk
cdt,product_17,1,4,0,5,65,2,cdt-debug-inbox
inject,product_other,1,6,0,3,164,2,mcculls
swt,product_117,1,4,0,2,6,2,Silenio_Quarti
ui,product_38,1,4,0,36,419,2,egit.ui-inbox
core,product_170,1,6,0,4,0,2,tmf.xtext-inbox
cosmos,product_173,1,6,0,5,10,2,sleeloy
cdt,product_17,1,4,1,31,50,4,emanuel
core,product_113,1,6,0,2,1005,2,mdt-papyrus-inbox
gef,product_55,1,4,0,2,1,2,gef-inbox
architecture council,product_20,1,4,0,16,97,2,john.arthorne
p2,product_52,1,4,0,13,168,2,john.arthorne
bugzilla,product_91,1,4,0,5,1,2,jeff.bagu
js tools,product_110,1,4,0,3,1,2,Michael_Rennie
releng,product_117,1,4,0,2,3,2,david_williams
build,product_10,1,4,0,3,1,4,bluesoldier
other,product_other,1,4,0,3,6,2,pisv
releng,product_117,1,4,0,5,0,2,david_williams
server,product_70,1,4,0,12,10,2,gregw
ui,product_38,1,4,0,16,537,2,egit.ui-inbox
editor,product_116,1,6,0,5,111,4,guy.g
ui,product_91,1,4,0,2,0,6,greensopinion
editor,product_110,1,4,0,4,7,2,maxli
tptp,product_173,1,6,0,12,4,6,yunan.he
report,product_10,1,6,0,4,13,2,cchen
runtime,product_36,1,4,0,2,0,2,efxclipse-inbox
gef,product_55,1,4,0,4,60,2,ppshah
website,product_20,1,4,0,10,5,2,denis.roy
tptp,product_173,1,6,0,10,1,6,ewchan
user,product_117,1,4,0,7,806,2,ChrisAustin
setup,product_108,1,4,0,4,4,2,Ed.Merks
cdt,product_17,1,4,0,4,363,2,gheorghe
core,product_69,1,4,0,8,1,2,Olivier_Thomann
swt,product_117,1,4,0,4,66,2,cocoakevin
proposals and reviews,product_20,1,4,0,6,819,2,webmaster
general,product_21,1,6,0,4,9,4,karenfbutzke
launcher,product_52,1,4,0,12,461,4,equinox.launcher-inbox
swt,product_117,1,4,0,2,82,2,skovatch
core,product_other,1,4,0,3,0,2,stephaneberle9
setup,product_108,1,4,0,3,0,2,stepper
ui,product_69,1,4,0,3,0,2,benno.baumgartner
storage,product_other,1,6,0,9,220,2,marius.cimpean
views,product_113,1,4,0,3,2,2,mdt-papyrus-inbox
cdo,product_39,1,6,0,3,0,2,stepper
rwt,product_121,1,6,0,3,0,4,rap-inbox
report,product_10,1,6,0,3,1,2,wwang
ui,product_69,1,4,0,2,0,2,martinae
framework,product_52,1,4,0,6,1,2,tjwatson
recommenders,product_173,1,4,0,5,42,2,sewe
user,product_117,1,4,0,3,3,2,platform-ua-inbox
server,product_9,1,4,1,12,196,2,denis.roy
tptp,product_173,1,6,0,3,38,2,stoian
wst,product_167,1,4,0,8,1,2,nsand.dev
emf forms,product_33,1,6,0,4,97,2,jhelming
ui,product_69,1,4,0,7,118,2,benno.baumgartner
proposals and reviews,product_20,1,4,0,15,559,2,emo
core,product_3,1,4,0,3,8,2,mpchapman
jst,product_164,1,4,0,8,3,2,hshanka
recommenders,product_173,1,6,0,4,27,2,olav.lenz
cdt,product_17,1,4,0,8,18,2,zeratul976
ci,product_20,1,4,0,2,0,6,ci.admin-inbox
core,product_139,1,4,0,3,0,2,igor.burilo
ui,product_117,1,6,0,6,10,2,Tod_Creasey
other,product_173,1,6,0,3,0,4,vincent.zurczak
team,product_117,1,4,0,2,1,2,James_Moody
jst,product_164,1,6,0,6,1,5,jsholl
user,product_117,1,4,0,9,95,2,platform-help-inbox
report,product_10,1,6,0,6,47,2,yuejie.chen
core,product_139,1,4,0,2,0,2,a.gurov
bundles,product_109,1,4,0,12,164,5,david_williams
swt,product_117,1,4,0,3,6,2,Silenio_Quarti
ui,product_other,1,4,0,5,0,2,sam.davis
user,product_117,1,4,0,4,8,2,platform-help-inbox
report,product_10,1,6,0,7,4,5,rlu
runtime,product_36,1,4,0,2,0,4,efxclipse-inbox
other,product_70,1,6,0,2,0,1,joakim.erdfelt
stardust,product_173,1,4,0,2,0,2,stardust.portal-inbox
cdt,product_17,1,4,0,3,0,2,mschorn.eclipse
core,product_other,1,4,0,2,0,2,jacek.pospychala
workbench,product_121,1,4,0,2,35,4,rap-inbox
report,product_10,1,4,0,4,3,2,ianl
ui,product_115,1,4,0,4,0,2,caniszczyk
proposals and reviews,product_20,1,4,0,8,16,2,emo
debugger,product_116,1,6,0,3,2,4,php.ui-inbox
plug-ins,product_145,1,6,0,3,71,2,arpad.lovassy
swt,product_117,1,4,0,6,17,2,grant_gayed
jst,product_167,1,4,0,43,2120,2,itewksbu
rdt.sync,product_118,1,6,0,3,275,2,jeblen
incubator,product_52,1,4,0,17,85,2,pam_tobias
ui,product_38,1,4,0,3,8,2,egit.ui-inbox
hyades,product_173,1,6,0,4,8,2,paulslau
report,product_10,1,4,0,5,22,2,jliu
cosmos,product_173,1,6,0,5,156,2,popescu
js tools,product_110,1,4,0,6,6,2,curtis.windatt.public
swt,product_117,1,4,1,29,204,2,Silenio_Quarti
diagrams,product_144,1,6,0,7,18,2,tigerstripe.core-inbox
ui,product_117,1,4,0,6,166,2,eduardo_pereira
ohf,product_173,1,6,0,4,740,2,justin
jst,product_164,1,4,0,6,35,4,dimitar.giormov
workbench,product_121,1,4,0,3,14,2,rap-inbox
team,product_117,1,4,0,2,18,2,valentam
moxy,product_31,1,4,0,14,54,2,matt.macivor
ui,product_69,1,4,0,2,24,2,erich_gamma
ui,product_38,1,6,0,6,9,2,kevin
ci,product_20,1,4,0,3,0,2,ci.admin-inbox
ui,product_69,1,4,0,4,5,2,erich_gamma
we,product_other,1,4,0,5,30,2,lautenbacher
codegen,product_114,1,6,0,6,74,2,ysroh
rse,product_141,1,4,0,3,92,2,dmcknigh
report,product_10,1,4,0,5,7,2,yli
rwt,product_121,1,4,1,2,376,2,rap-inbox
workbench,product_121,1,4,0,3,3,2,rap-inbox
client,product_110,1,4,0,3,14,1,aqc2109
xtext,product_146,1,6,0,4,2,2,tmf.xtext-inbox
cdt,product_17,1,4,0,4,268,4,cdt-core-inbox
swt,product_117,1,4,0,5,275,2,veronika_irvine
other,product_113,1,4,0,5,226,2,pauline.deville
ui,product_117,1,4,0,33,17,4,loskutov
compendium,product_52,1,4,0,2,5,2,tjwatson
report,product_10,1,6,0,3,1,5,cchen
swt,product_117,1,4,0,3,1,5,platform-swt-inbox
client,product_110,1,4,0,3,1341,2,jainnayna
jsf tools,product_68,1,4,0,8,23,2,cameron.bateman
team,product_117,1,4,0,4,18,2,thomas.wolf
others,product_113,1,6,0,4,1,2,Patrick.Tessier
runtime,product_36,1,4,0,2,0,2,efxclipse-inbox
package,product_50,1,6,0,22,305,2,epp.packager-inbox
ci,product_20,1,6,0,12,1323,2,ci.admin-inbox
tmf,product_other,1,4,0,6,36,2,tracecompass-inbox
user,product_117,1,4,0,2,108,2,platform-ua-inbox
swt,product_117,1,4,0,4,3,2,Silenio_Quarti
client,product_110,1,4,0,2,0,2,john.arthorne
tptp,product_173,1,6,0,4,2,1,khalsted
other,product_104,1,4,0,2,250,2,eric
jst,product_164,1,4,0,6,3,2,jsholl
ui,product_69,1,4,0,3,1,2,daniel_megert
cdt,product_17,1,4,0,2,0,2,mikekucera
swt,product_117,1,4,0,4,1,2,grant_gayed
ui,product_69,1,4,0,4,140,4,erich_gamma
edt,product_173,1,6,0,3,0,2,jspadea
core,product_170,1,6,0,3,233,2,tmf.xtext-inbox
tools,product_121,1,4,0,2,0,2,rap-inbox
p2,product_52,1,4,0,4,0,2,equinox.p2-inbox
text,product_117,1,4,0,3,0,2,platform-text-inbox
core,product_62,1,4,0,7,0,2,shatalin
ui,product_69,1,4,0,3,0,2,jdt-ui-inbox
core,product_38,1,4,0,25,7,2,loskutov
other,product_118,1,4,0,5,20,5,khendle2
js tools,product_110,1,4,0,2,0,4,Michael_Rennie
rdt,product_118,1,4,0,2,26,2,vivkong
accounts.eclipse.org,product_20,1,4,0,3,0,5,accounts-inbox
eclipsebot,product_140,1,6,0,2,1,2,swtbot-inbox
planeteclipse,product_173,1,4,0,4,9,2,nobody
transformation,product_153,1,4,0,3,637,2,zoltan.ujhelyi
jst,product_168,1,6,0,8,2,4,rsinha
xtext,product_146,1,6,0,6,4,4,tmf.xtext-inbox
editor,product_110,1,4,0,2,0,2,curtis.windatt.public
hyades,product_173,1,6,0,5,1,2,tfoun
http2,product_70,1,4,0,4,1,2,gregw
resources,product_117,1,4,0,2,14,2,platform-resources-inbox
rse,product_141,1,4,0,5,2,2,anna.dushistova
client,product_110,1,4,0,3,0,2,john.arthorne
framework,product_101,1,4,0,7,57,2,eclipse
ohf,product_173,1,6,0,8,22,2,ohf.stem-inbox
ui,product_69,1,4,0,2,23,2,Claude_Knaus
core,product_113,1,4,0,7,311,4,Patrick.Tessier
team,product_117,1,4,0,3,11,2,James_Moody
resources,product_117,1,4,0,4,42,2,john.arthorne
hyades,product_173,1,6,0,4,0,4,samwai
p2,product_52,1,4,0,6,240,2,jeffmcaffer
ui,product_117,1,4,0,3,0,2,akurtakov
other,product_126,1,4,0,4,5,2,riena.ui-inbox
package,product_50,1,4,0,7,20,2,epp.packager-inbox
report,product_10,1,6,0,5,0,4,qwang
imp,product_173,1,4,0,8,329,2,jurgen.vinju
tptp,product_173,1,6,0,8,4,5,apnan
package,product_50,1,4,0,4,0,2,chris.guindon
git,product_20,1,4,0,15,2,5,webmaster
tool,product_114,1,6,0,3,230,2,ysroh
edt,product_173,1,6,0,10,8,4,hjiyong
rdt,product_118,1,4,0,5,0,2,recoskie
git,product_38,1,4,0,4,0,2,egit.ui-inbox
jpa,product_31,1,4,0,4,8,2,guy.pelletier
docs,product_7,1,4,0,4,195,2,eh-ajdev
xtext,product_146,1,6,0,4,15,2,tmf.xtext-inbox
jst,product_168,1,6,0,7,183,2,zina
debug,product_69,1,4,1,19,406,4,Michael_Rennie
servers,product_20,1,6,0,7,1,2,webmaster
ui,product_69,1,4,0,2,2,2,tobias_widmer
core,product_51,1,6,0,6,151,2,dkolovos
releng,product_117,1,4,0,2,15,2,platform-releng-inbox
user,product_117,1,4,0,2,0,2,konradk
main,product_other,1,6,0,5,0,2,nicolas.bros
incubator.devicekit,product_52,1,4,0,8,25,2,equinox.incubator-inbox
content,product_49,1,6,0,4,1421,2,epf.content-inbox
luadevelopmenttools,product_other,1,4,0,3,5,2,marc.aubry42
report,product_10,1,4,0,6,1172,2,Birt-ReportEngine-inbox
incubator,product_52,1,4,0,2,5,2,unknown1
server,product_70,1,4,0,2,10,2,gregw
ve,product_173,1,6,0,5,15,2,jeff.myers
marketplace,product_20,1,4,0,2,3,2,marketplace-inbox
core,product_139,1,4,0,5,5,2,igor.burilo
report,product_10,1,6,0,6,1,2,yuejie.chen
moxy,product_31,1,4,0,8,54,2,matt.macivor
ant,product_7,1,4,0,11,24,2,aspectj-inbox
ui,product_115,1,4,0,5,78,4,pde-ui-inbox
hyades,product_173,1,6,0,4,7,2,jptoomey
core,product_69,1,4,0,4,0,4,srikanth_sankaran
forums and newsgroups,product_20,1,4,0,5,961,2,forums-inbox
other,product_other,1,6,0,4,1,2,ryan.schmitt
compendium,product_52,1,6,0,13,41,4,tjwatson
report,product_10,1,6,0,7,279,4,vpetry
buckminster,product_173,1,4,0,2,1,2,thomas
git,product_20,1,4,0,2,1,2,webmaster
report,product_10,1,6,0,3,7,4,wyan
query,product_153,1,4,0,8,328,2,istvanrath
framework,product_other,1,4,0,7,3,4,milesparker
core,product_106,1,4,0,2,0,2,mdt-ocl-inbox
releng,product_117,1,4,0,5,15,2,platform-releng-inbox
workbench,product_121,1,6,0,9,110,2,rap-inbox
documentation,product_10,1,4,0,4,3,5,jtatchel
core,product_43,1,6,0,2,39,2,emf.compare-inbox
ui,product_69,1,4,0,4,389,2,markus.kell.r
foundation,product_31,1,4,0,5,0,2,andrei.ilitchev
core,product_other,1,4,0,2,20,2,ali.akar82
tptp,product_173,1,6,0,6,154,2,randy.d.smith
report,product_10,1,6,0,6,77,2,yChen
xtext,product_146,1,6,0,7,0,2,tmf.xtext-inbox
text,product_69,1,4,0,6,358,2,jdt-text-inbox
aether,product_173,1,6,0,2,0,2,aether.core-inbox
osgi,product_70,1,4,0,2,0,2,janb
ui,product_115,1,4,0,8,2,2,dejan
ci,product_20,1,4,0,6,2,2,d_a_carver
cvs,product_20,1,4,0,2,0,2,webmaster
framework,product_21,1,4,0,15,287,5,brian.vosburgh
p2,product_52,1,4,0,15,15,2,equinox.p2-inbox
pldt,product_118,1,4,0,2,0,2,beth
jst,product_164,1,4,0,6,1,2,cbridgha
client,product_110,1,4,0,3,77,2,libingw
core,product_other,1,6,0,5,0,2,emfdiffmerge.ui-inbox
servers,product_20,1,4,0,2,0,4,webmaster
views,product_113,1,4,0,10,2,2,give.a.damus
rse,product_141,1,4,0,4,3,2,dmcknigh
ui,product_115,1,4,0,4,161,2,pde-ui-inbox
report,product_10,1,6,0,3,0,2,jouyang
tptp,product_173,1,6,0,3,1,2,jcayne
tasks,product_91,1,4,0,3,0,2,steffen.pingel
tptp,product_173,1,6,0,4,1,5,apnan
framework,product_52,1,4,0,8,428,2,tjwatson
python,product_25,1,4,0,7,1,2,dltk.common-inbox
buckminster,product_173,1,4,0,5,3,2,thomas
xtext,product_146,1,6,0,14,4,2,tmf.xtext-inbox
tptp,product_173,1,6,0,4,12,4,smith
ve,product_173,1,6,0,4,4,2,richkulp
lttng,product_78,1,4,0,5,91,2,bernd.hufmann
scout,product_131,1,6,0,3,0,2,scout.core-inbox
ui,product_115,1,4,0,25,187,2,curtis.windatt.public
bugzilla,product_20,1,4,0,2,0,2,webmaster
eclipsecon,product_other,1,4,0,7,1,2,drupal.iwg-inbox
common,product_33,1,6,0,2,0,2,eneufeld
ui,product_126,1,4,0,4,18,2,riena.ui-inbox
user,product_117,1,4,0,14,65,2,cgold
git,product_20,1,4,0,23,16,2,webmaster
core,product_43,1,6,0,4,0,2,emf.compare-inbox
jgit,product_71,1,4,0,3,0,1,jgit.core-inbox
foundation,product_31,1,4,0,4,0,2,david.minsky
report,product_10,1,6,0,3,0,2,yuejie.chen
doc,product_118,1,4,0,2,358,2,beth
ci,product_20,1,4,0,8,99,2,ci.admin-inbox
moxy,product_31,1,4,0,3,0,2,david.mccann
releng,product_117,1,4,0,14,14,2,kim.moir
sql,product_23,1,6,0,5,1,2,hui.cao
report,product_10,1,6,0,3,2,2,qwang
client,product_110,1,4,0,2,0,2,grant_gayed
modeling,product_129,1,6,0,8,57,2,konstantin
other,product_other,1,4,0,5,218,2,vorto-inbox
doc,product_69,1,4,0,2,7,2,deepakazad
cdt,product_17,1,4,0,16,90,4,zeratul976
client,product_70,1,4,0,4,12,2,simone.bordet
ui,product_117,1,4,0,3,104,2,nick_edgar
tptp,product_173,1,6,0,9,802,2,paulslau
ui,product_69,1,4,0,14,11,5,martinae
docker,product_78,1,4,0,7,3,2,jjohnstn
xtext,product_146,1,6,0,9,82,2,jan.koehnlein
gef,product_55,1,4,0,2,0,2,matthias.wienand
swt,product_117,1,4,0,6,3,2,snorthov
other,product_other,1,4,0,5,6,4,steffen.pingel
bundlor,product_154,1,6,0,3,6,2,dmarthaler
docker,product_78,1,4,0,8,2,2,xcoulon
smarthome,product_173,1,6,0,3,98,2,thomas
ui,product_115,1,4,0,8,1,2,konradk
ui,product_38,1,4,0,5,118,2,kevin
pror,product_other,1,4,0,3,616,1,hussein.mhanna
p2,product_52,1,4,0,10,9,2,john.arthorne
cdo,product_39,1,6,0,14,49,2,stepper
tool,product_49,1,4,0,45,145,2,xiaxd
debug,product_117,1,4,0,6,12,2,andy_2639
build,product_10,1,6,0,5,11,2,yjiang
cdt,product_17,1,4,2,7,188,2,cdt-debug-inbox
swt,product_117,1,4,0,3,2,2,snorthov
jst,product_164,1,6,0,5,7,2,kaloyan
cdt,product_17,1,4,0,22,1174,2,john.cortell
sysml,product_113,1,6,0,5,0,2,francois.le-fevre
lttng,product_78,1,4,0,3,7,2,patrick.tasse
ui,product_129,1,6,0,5,0,2,konstantin
runtime,product_117,1,4,0,3,0,2,Lars.Vogel
proposals and reviews,product_20,1,4,0,9,26,2,emo
general,product_61,1,4,0,3,1,6,gmf.runtime.emf-inbox
releng,product_117,1,4,0,3,0,2,platform-releng-inbox
ui,product_115,1,4,0,11,185,2,pde-ui-inbox
tptp,product_173,1,6,0,8,429,2,rashraf
ui,product_115,1,4,0,3,578,2,janek.lb
imp,product_173,1,4,0,3,2,2,rfuhrer
diagram,product_113,1,4,0,4,253,2,tischenko
jst,product_166,1,6,0,6,161,2,Larry.Isaacs
ui,product_117,1,4,0,16,170,2,ericwill
core,product_128,1,6,0,8,111,2,sascha
ui,product_117,1,4,0,2,1,2,csmclaren
general,product_72,1,4,0,5,0,2,cmjaun
agent,product_142,1,4,0,6,4,2,tcf.agent-inbox
luadevelopmenttools,product_other,1,4,0,2,1,2,sbernard
jst,product_168,1,4,0,7,9,6,samindaw
cdt,product_17,1,4,0,4,1,6,cdt-build-inbox
tptp,product_173,1,6,0,7,7,4,huangys
hyades,product_173,1,6,0,4,0,2,dguilbaud
tools,product_128,1,6,0,4,21,2,amitm
xtext,product_146,1,6,0,5,125,2,tmf.xtext-inbox
data,product_10,1,4,0,10,18,2,xiaofeng.zhang
swt,product_117,1,4,0,2,0,2,eclipse.felipe
framework,product_52,1,4,7,91,35,5,equinox.framework-inbox
cvs,product_117,1,4,0,3,9,2,jean-michel_lemieux
diagram,product_133,1,6,0,5,1,2,maxime.porhel
swt,product_117,1,4,0,3,0,2,veronika_irvine
tptp,product_173,1,6,0,3,0,2,ashishp
other,product_50,1,4,0,2,184,2,epp.packager-inbox
core,product_other,1,6,0,3,7,2,florian
content,product_49,1,6,0,3,130,2,balduino
other,product_20,1,4,0,9,4,2,webmaster
core,product_69,1,6,0,6,1,2,david_audel
core,product_other,1,4,0,3,3,2,atf.core-inbox
infrastructure,product_83,1,6,0,3,40,2,gdupe
general,product_72,1,4,0,2,1,2,vrubezhny
cvs,product_20,1,4,0,2,0,2,webmaster
rwt,product_121,1,4,0,3,154,1,rsternberg
incubator,product_121,1,4,0,5,405,2,rap-inbox
resources,product_117,1,4,0,6,4,2,john.arthorne
resources,product_117,1,4,0,7,3,2,john.arthorne
planeteclipse,product_173,1,4,0,4,0,4,gunnar
pldt,product_118,1,4,0,9,6,2,beth
code assist,product_116,1,6,0,5,0,2,php.ui-inbox
ui,product_117,1,6,0,19,45,2,pwebster
other,product_7,1,4,0,5,576,2,aspectj-inbox
swordfish,product_173,1,4,0,2,63,2,swordfish.core-inbox
wst,product_166,1,4,0,20,406,4,sghung
ui,product_117,1,4,0,4,101,2,Ian_Petersen
jsf tools,product_68,1,4,0,2,0,2,raghunathan.srinivasan
tptp,product_173,1,6,0,10,7,2,ewchan
runtime,product_117,1,4,0,2,139,2,platform-runtime-inbox
tool,product_49,1,6,0,5,1,4,jxi
geclipse,product_173,1,4,0,5,23,2,aog-ecl
enablement,product_23,1,4,0,3,6,4,dtp.sqldevtools-inbox
systemtap,product_78,1,6,0,16,269,2,anithra
samples,product_62,1,4,0,6,7,4,borlander
tooling,product_36,1,4,0,2,0,2,efxclipse-inbox
core,product_3,1,4,1,7,60,2,AJDT-inbox
incubators,product_115,1,4,0,4,0,2,contact
wst,product_166,1,4,0,7,4,2,arvera
tptp,product_173,1,6,0,3,17,2,hkyleung
core,product_90,1,6,0,3,0,2,craigsfnet
tptp,product_173,1,6,0,3,1,2,hkyleung
rwt,product_121,1,4,0,3,1,2,rap-inbox
core,product_141,1,4,0,2,0,4,mober.at+eclipse
client,product_110,1,4,0,2,0,2,grant_gayed
core,product_133,1,6,0,5,0,2,esteban.dugueperoux
websocket,product_70,1,4,0,2,33,2,joakim.erdfelt
aperi,product_173,1,4,0,6,16,5,toddsing
git,product_20,1,4,0,14,1513,2,webmaster
core,product_145,1,6,0,4,3,2,bence.janos.szabo
gerrit,product_20,1,4,0,2,0,2,webmaster
foundation,product_31,1,4,0,3,1,2,jamesssss
tool,product_49,1,6,0,4,0,2,jxi
wikitext,product_96,1,4,0,3,39,2,mik.kersten
tooling,product_36,1,4,0,2,8,2,efxclipse-inbox
ui,product_139,1,4,0,4,7,4,a.gurov
server,product_110,1,4,0,2,1,2,ahunter.eclipse
core,product_other,1,6,0,5,2,2,michael.wenz
update,product_117,1,4,0,2,0,2,platform-update-inbox
foundation,product_31,1,4,0,27,39,4,michael.f.obrien
git,product_110,1,4,0,4,6,2,orion.git-inbox
ui,product_69,1,4,0,5,8,2,jdt-ui-inbox
iam,product_173,1,6,0,3,12,2,iam.Core-inbox
jst,product_164,1,6,0,3,14,2,jlanuti
hyades,product_173,1,6,0,8,70,2,curtispd
tptp,product_173,1,6,0,9,622,2,paulslau
report,product_10,1,4,0,10,18,2,wei.zhao
ci,product_20,1,4,0,3,0,2,ci.admin-inbox
team,product_117,1,4,0,3,3,1,tomasz.zarna
cdt,product_17,1,4,0,2,129,4,cdt-core-inbox
higgins,product_173,1,6,0,4,121,2,vkokhan
hyades,product_173,1,6,0,4,0,2,paulslau
edt,product_173,1,6,0,5,56,2,jspadea
debug,product_117,1,4,0,8,121,2,igor
ui,product_115,1,4,0,8,813,2,mike.pawlowski
runtime,product_other,1,4,0,2,0,5,dirigible-inbox
other,product_other,1,4,0,4,5,2,jacek.pospychala
chart,product_10,1,4,0,5,31,2,liheeng
diagram,product_133,1,6,0,9,5,2,maxime.porhel
wst,product_167,1,4,1,8,2509,2,nsand.dev
incubator,product_52,1,4,0,2,159,2,equinox.incubator-inbox
ui,product_other,1,4,0,8,1,4,begletsov.mihail
ui,product_115,1,4,0,9,354,2,noam.chitayat
hyades,product_173,1,6,0,3,2,2,ewchan
moxy,product_31,1,4,0,5,1,2,blaise.doughan
servers,product_20,1,4,0,10,1990,2,webmaster
wst,product_167,1,6,0,19,1253,2,gindik
tptp,product_173,1,6,0,6,6,2,rohit.shetty
jpa,product_31,1,6,0,3,3,2,eclipselink.orm-inbox
php explorer & projects management,product_116,1,6,0,3,0,4,guy.g
wiki,product_20,1,4,0,6,48,2,webmaster
p2,product_52,1,4,0,4,1,2,equinox.p2-inbox
